observation_id	original_f_id	root_id	relation	observation_severity	normalized_severity	workstream	category	owner	source_evidence	finding
F-637#01	F-637	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Provider	`src/modules/insurance-engine/insurance-engine.module.ts:365–421`	Provider decision and copay payment use read-then-save transitions without visible idempotency/current-state predicates; duplicate decisions/payments or concurrent operations can duplicate effects.
F-638#01	F-638	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Operations	`src/modules/insurance-engine/insurance-engine.module.ts:495–517`	Payment confirmation aliases (`insurance/payment-confirm`, `patient/pay-copay`) accept flexible request IDs and delegate to copay logic without a visible single canonical contract, increasing replay and routing ambiguity.
F-732#01	F-732	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/admin-web-core/admin-web-core.module.ts:24–49`	Admin Web Core co-wires seven high-impact controllers and eleven operational/financial schemas without module-boundary policy, making protection/projection drift dependent on each controller.
F-737#01	F-737	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/admin-web-core/admin-web-core.module.ts:22–39`	Duplicate schema/model registration across imported modules is not resolved at this boundary, risking divergent collection assumptions, repository injection order and inconsistent financial/operational behavior.
F-798#01	F-798	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Admin	`src/modules/patient-ux/patient-ux.module.ts:218–241,281–285`	Admin force-transition accepts arbitrary target state and writes both `state` and lowercase `status`, allowing invalid completion/delivery/payment state combinations.
F-885#01	F-885	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Provider	`src/modules/provider-ops/provider-ops.module.ts:329–347`	Invoice PDF reveals patient ID and raw order/state/financial fields; invoice total/commission/VAT are assembled from document values rather than a verified invoice/ZATCA source.
F-921#01	F-921	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/business-rules/business-rules.module.ts:2–7,142–163`	Every domain is instructed to call `validate`, but no enforcement/adapter/version contract is visible; bypassing this module can create rule drift and inconsistent financial truth.
F-1207#01	F-1207	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/seed/repositories/systemconfig.repository.ts:8–13`	SystemConfig seed repository has no production-environment hard stop or seed-only capability boundary; bootstrap writes could alter live security/payment/integration settings.
F-1214#01	F-1214	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/seed/repositories/systemconfig.repository.ts:8–13`	No validation separates harmless settings from security/payment/integration-critical settings, so seed data can bypass impact-specific controls.
F-1274#01	F-1274	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Provider	`src/modules/provider-jobs/provider-jobs.module.ts:121–140`	Queue output fabricates/obscures commercial truth with `total` fallback `0` and payment defaults when source fields are absent.
F-1323#01	F-1323	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/health.controller.ts:33–56`	Readiness checks only Mongo connection state and Redis ping; queue workers, critical integrations, startup grace, cache and payment dependencies are not represented.
F-1375#01	F-1375	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/contracts/phase6-contracts.ts:62–83`	`assertPhase6ContractInactive` accepts every registry key although only three are inactive contract cases; this can blur error taxonomy and misuse the helper.
F-1512#01	F-1512	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Admin	`src/modules/legal/legal.module.ts:137–145,192–197`	Commission update spreads arbitrary admin patch fields into finance configuration without field allowlist, percent/range/tax validation or optimistic versioning.
F-1517#01	F-1517	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/legal/legal.module.ts:37–45,48–153,183–203`	Raw Mongo collections and `any` responses/bodies bypass schema validation, redaction and API/OpenAPI parity for legal and financial records.
F-1522#01	F-1522	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Admin	`src/modules/ops/metrics.interceptor.ts:28–41`	Sensitive endpoint paths are aggregated without a redaction/category policy, risking inference of patient, admin, payment or clinical operations from telemetry.
F-1753#01	F-1753	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/drivers/repositories/order.repository.ts:8–13`	No idempotency/replay or deterministic order command policy is defined for creation, payment, cancellation, delivery and retry operations.
F-1754#01	F-1754	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/drivers/repositories/order.repository.ts:8–13`	No optimistic concurrency or transaction/outbox boundary prevents concurrent order, delivery and financial updates from overwriting truth.
F-1756#01	F-1756	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/drivers/repositories/order.repository.ts:8–13`	No retention, deletion, anonymization or legal-hold lifecycle is defined for order, delivery and payment-linked data.
F-1775#01	F-1775	RD-0030	derived-from	P2	P0	insurance/payment	financial truth/settlement	Backend	`scripts/seed-loyalty.ts:1`	`@ts-nocheck` disables compile-time safety for a script mutating loyalty and financial-adjacent collections.
F-1946#01	F-1946	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`infra/fastapi/server.py:1191–1217`	Admin settings expose hardcoded commission/delivery/tax/support defaults and accept unbounded values without version, currency, effective date or financial approval.
F-2162#01	F-2162	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Provider	`ENVIRONMENT.md:29–90,143–170`	No canonical provider fallback contract prevents conflicting payment, AI, storage, mail and SMS configurations from silently changing behavior.
F-2220#01	F-2220	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Admin	`todo.md:1032–1035`	The final recorded readiness verdict is NO-GO and explicitly lists unclosed deployment, E2E, native, human, legal and payment gates; this is the controlling status in the baseline governance record.
F-2254#01	F-2254	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Platform	`NABDAH_PROJECT_REFERENCE.md:73–100,184–205,218–229`	Payment and realtime acceptance remain deployment/live-gated; local source/build evidence is insufficient.
F-2389#01	F-2389	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/order.schema.ts:111–119`	Insurance fields lack provider/member/card asset validation, secure storage/retention, decision actor and copay reconciliation.
F-2441#01	F-2441	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/config/openapi.config.ts:53–86`	Injected patient contract paths use generic object schemas, so clients cannot verify field types, requiredness, formats, error taxonomy or sensitive-field exclusion.
F-2451#01	F-2451	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/config/openapi.config.ts:53–86`	No x402/MPP/UCP/ACP machine-payment/discovery metadata is present despite the commerce/payment surface.
F-2664#01	F-2664	RD-0030	blocked-by-decision	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/returns.schema.ts:5–19`	No TTL/soft-delete/retention or deletion-request policy is visible for return evidence and financial records.
F-2835#01	F-2835	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Operations	`src/modules/approval-workflow/approval-workflow.module.ts:107–114`	No payment, insurance, licensing or clinical-review gate is enforced before setting public eligibility.
F-2853#01	F-2853	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/insurance.schema.ts:14–16,73–76`	Copay percentages/flat amounts have no range, currency, scale, effective period or formula invariant.
F-2860#01	F-2860	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/insurance.schema.ts:104–109`	Coverage percentage, patient share, insurer share and copay fields lack cross-field arithmetic consistency checks.
F-2902#01	F-2902	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/modules/insurance/insurance.module.ts:175–210`	Embedded contract/rule copay values are used without schema/range/currency/rounding/overlap or annual-limit validation.
F-3107#01	F-3107	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/drug-rejection-log.schema.ts:9–16`	No correlation/request/order-line provenance supports reconciliation with financial or fulfillment outcomes.
F-3124#01	F-3124	RD-0030	derived-from	P1	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/article.schema.ts:18–19`	Tags/category are free-form and lack controlled taxonomy, locale mapping or moderation.
F-3136#01	F-3136	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/delivery.schema.ts:19`	Fee is an unconstrained number with no currency, tax, calculation source, order linkage or payment reconciliation.
F-3355#01	F-3355	RD-0030	derived-from	P0	P0	insurance/payment	financial truth/settlement	Backend	`src/schemas/ad-placement.schema.ts:15–19`	bidAmount and dailyBudget are unconstrained numeric fields without nonnegative bounds, currency, precision or payment linkage.
F-3586#01	F-3586	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	QA	`src/modules/billing/tests/billing-zatca.spec.ts:20–33`	Timestamp coverage uses one ISO string and does not prove timezone, future/past policy, precision or invalid-date rejection.
F-3587#01	F-3587	RD-0030	unverified-runtime	P0	P0	insurance/payment	financial truth/settlement	QA	`src/modules/billing/tests/billing-zatca.spec.ts:27–53`	Total/VAT formatting is tested only for positive examples; negative, non-finite, precision, currency and extreme-value behavior is unverified.
F-3589#01	F-3589	RD-0030	blocked-by-decision	P0	P0	insurance/payment	financial truth/settlement	QA	`src/modules/billing/tests/billing-zatca.spec.ts:57–69`	Rounding policy is represented by four examples only and does not prove decimal arithmetic, per-line versus invoice rounding or reconciliation invariants.
F-918#01	F-918	RD-0031	derived-from	P1	P1	insurance/payment	input/schema validation	Provider	`src/modules/business-rules/business-rules.module.ts:59–61,72–80,136–138`	Rule errors embed raw insurance provider and context values, potentially leaking input data and creating unstable client-facing error contracts.
F-1333#01	F-1333	RD-0031	blocked-by-decision	P1	P1	insurance/payment	input/schema validation	Backend	`src/scripts/seed-insurance-companies.ts:24–31`	Raw collection access bypasses application schema/DTO/validation/policy layers.
F-1363#01	F-1363	RD-0031	derived-from	P1	P1	insurance/payment	input/schema validation	Backend	`src/scripts/verify-production.ts:12–22`	Required env list includes `GEMINI_API_KEY` and `MOYASAR_API_KEY` without proving those names match the actual integration configuration, allowing configuration drift.
F-1530#01	F-1530	RD-0031	blocked-by-decision	P2	P1	insurance/payment	input/schema validation	Backend	`src/modules/ops/metrics.interceptor.ts:5–10,24–25`	Comment promises “every API call” and 14-day telemetry but the implementation bypasses non-HTTP traffic and has no evidence artifact/coverage assertion.
