planning_id	evidence_class	allowed_for_build	workstream	severity	owner	status	source	summary	required_gate
0D1-0066	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-mobile	INSUFFICIENT_EVIDENCE	app/wallet/transactions.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0067	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-web	RUNTIME_REQUIRED	app/[locale]/insurance/page.tsx:6	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0068	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/api/appointments/[appointmentId]/payment-intent/route.ts:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0069	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	patient-web	INSUFFICIENT_EVIDENCE	lib/api/payments-server.ts:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0070	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	provider	RUNTIME_REQUIRED	src/screens/shared/InsuranceRequestsScreen.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0071	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Wallet/Insurance/Payment	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/financial-ledger.tsx:34	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0072	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	patient-mobile	RUNTIME_REQUIRED	app/settings/language.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0073	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	patient-mobile	RUNTIME_REQUIRED	app/map/index.tsx:2	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0074	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	patient-web	INSUFFICIENT_EVIDENCE	app/[locale]/settings/page.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0075	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	patient-web	RUNTIME_REQUIRED	app/[locale]/health/emergency-contacts/page.tsx:5	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0076	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	provider	RUNTIME_REQUIRED	src/components/LocationPickerModal.tsx:3	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
0D1-0077	CATALOG_ONLY__INSUFFICIENT_EVIDENCE	NO	Settings/Accessibility/Location	N/A	admin	INSUFFICIENT_EVIDENCE	src/pages/admin/config-portal.tsx:4	Evidence-first catalog row; not a defect or reconciliation closure.	Independent contract chain review required.
HIST-MECH-001	REJECTED_MECHANICAL_ANCHOR	NO	Pharmacy	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/rn_screens.json:55	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-002	REJECTED_MECHANICAL_ANCHOR	NO	Consultation	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/orders/index.tsx:35	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-003	REJECTED_MECHANICAL_ANCHOR	NO	Labs	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/nursing/service-info.tsx:21	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-004	REJECTED_MECHANICAL_ANCHOR	NO	Radiology	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/services/index.tsx:24	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-005	REJECTED_MECHANICAL_ANCHOR	NO	Nursing/Home-care	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/nursing/service-info.tsx:2	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-006	REJECTED_MECHANICAL_ANCHOR	NO	Identity/OTP/Roles	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	src/services/auth/AuthManager.ts:1	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-007	REJECTED_MECHANICAL_ANCHOR	NO	Family/Health	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/services/index.tsx:33	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-008	REJECTED_MECHANICAL_ANCHOR	NO	Prescription/Chat/Support	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/rn_screens.json:11	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-009	REJECTED_MECHANICAL_ANCHOR	NO	Wallet/Insurance/Payment	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/services/index.tsx:60	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-010	REJECTED_MECHANICAL_ANCHOR	NO	Settings/Accessibility/Location	N/A	patient-mobile	REJECTED_MECHANICAL_ANCHOR	app/rn_screens.json:7	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-011	REJECTED_MECHANICAL_ANCHOR	NO	Pharmacy	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-012	REJECTED_MECHANICAL_ANCHOR	NO	Consultation	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/consultations/doctors/[doctorId]/page.tsx:5	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-013	REJECTED_MECHANICAL_ANCHOR	NO	Labs	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:18	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-014	REJECTED_MECHANICAL_ANCHOR	NO	Radiology	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-015	REJECTED_MECHANICAL_ANCHOR	NO	Nursing/Home-care	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:5	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-016	REJECTED_MECHANICAL_ANCHOR	NO	Identity/OTP/Roles	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/api/auth/verify-2fa/route.ts:3	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-017	REJECTED_MECHANICAL_ANCHOR	NO	Family/Health	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-018	REJECTED_MECHANICAL_ANCHOR	NO	Prescription/Chat/Support	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-019	REJECTED_MECHANICAL_ANCHOR	NO	Wallet/Insurance/Payment	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/[serviceId]/page.tsx:18	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-020	REJECTED_MECHANICAL_ANCHOR	NO	Settings/Accessibility/Location	N/A	patient-web	REJECTED_MECHANICAL_ANCHOR	app/[locale]/home-care/services/page.tsx:17	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-021	REJECTED_MECHANICAL_ANCHOR	NO	Pharmacy	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-022	REJECTED_MECHANICAL_ANCHOR	NO	Consultation	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-023	REJECTED_MECHANICAL_ANCHOR	NO	Labs	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-024	REJECTED_MECHANICAL_ANCHOR	NO	Radiology	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-025	REJECTED_MECHANICAL_ANCHOR	NO	Nursing/Home-care	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-026	REJECTED_MECHANICAL_ANCHOR	NO	Identity/OTP/Roles	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/api/client.ts:37	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-027	REJECTED_MECHANICAL_ANCHOR	NO	Family/Health	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-028	REJECTED_MECHANICAL_ANCHOR	NO	Prescription/Chat/Support	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-029	REJECTED_MECHANICAL_ANCHOR	NO	Wallet/Insurance/Payment	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-030	REJECTED_MECHANICAL_ANCHOR	NO	Settings/Accessibility/Location	N/A	provider	REJECTED_MECHANICAL_ANCHOR	src/services/HttpClient.ts:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-031	REJECTED_MECHANICAL_ANCHOR	NO	Pharmacy	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-032	REJECTED_MECHANICAL_ANCHOR	NO	Consultation	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-033	REJECTED_MECHANICAL_ANCHOR	NO	Labs	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:4	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-034	REJECTED_MECHANICAL_ANCHOR	NO	Radiology	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-035	REJECTED_MECHANICAL_ANCHOR	NO	Nursing/Home-care	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/home-care-services/index.tsx:8	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-036	REJECTED_MECHANICAL_ANCHOR	NO	Identity/OTP/Roles	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/login.tsx:4	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-037	REJECTED_MECHANICAL_ANCHOR	NO	Family/Health	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-038	REJECTED_MECHANICAL_ANCHOR	NO	Prescription/Chat/Support	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/api/hello.ts:1	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-039	REJECTED_MECHANICAL_ANCHOR	NO	Wallet/Insurance/Payment	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
HIST-MECH-040	REJECTED_MECHANICAL_ANCHOR	NO	Settings/Accessibility/Location	N/A	admin	REJECTED_MECHANICAL_ANCHOR	src/pages/lab-services/index.tsx:N/A	Historical mechanical row; excluded from backlog.	Do not use for planning.
