confirmed_root_label	raw_ids	final_root_id	exact_evidence	cause_statement	business_rule	owner	derived_ids	disposition	reviewer_note
CONFIRMED_ROOT_CODE_DEFECT_CONSISTENCY_INVARIANT_MATRIX_CANCEL_EVENT_ONLY	F-701	R-16F	src/modules/consistency/consistency.module.ts:77–92	Consistency reconciliation uses weak duplicate/invariant/stuck heuristics, lacks bounded coverage/cursor and SLA recovery, and has no durable approved checkpointed job lifecycle.	Consistency work uses explicit per-domain invariants and overlap confidence, bounded resumable coverage, time/SLA recovery classification, durable checkpointed approved jobs and immutable reconciliation evidence; it never infers or changes truth silently.	Platform Reliability + Domain Owners	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reconciliation root; source aggregate state remains authoritative and no job was run.
CONFIRMED_ROOT_CODE_DEFECT_CONSULTATION_MESSAGE_PARTICIPANT_STATE_AUTHORIZATION	F-944	R-18B	src/modules/compat/compat.module.ts:477–532	Consultation message access lacks server-verified participant and appointment state authorization.	Consultation messages require active authorized participant and appointment state relationship, fail closed on missing registry data and use minimum audited projection.	Chat/Communication + Care	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to chat lifecycle root.
CONFIRMED_ROOT_CODE_DEFECT_CONSULTATION_SLOT_ATOMIC_CAPACITY_LOCK	F-896	R-03A	src/modules/doctors/doctors.module.ts:105–124	Consultation slot capacity lacks atomic lock/reservation contract.	Slot capacity is reserved atomically with provider/facility/timezone/capacity invariants and idempotent expiry/release reconciliation.	Scheduling/Reservations	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to slot/reservation root.
CONFIRMED_ROOT_CODE_DEFECT_CONSULTATION_SLOT_TIMEZONE_CALENDAR_VALIDATION	F-895	R-03A	src/modules/doctors/doctors.module.ts:27–29,85–110	Consultation slot calendar accepts timezone/calendar semantics outside the canonical atomic slot contract.	All consultation schedule commands share provider/facility timezone, duration and interval validation with R-03A reservation rules.	Doctors + Booking Platform	F-1490	FINAL_MAPPED	Manual reassignment to slot/timezone root.
CONFIRMED_ROOT_CODE_DEFECT_COPAY_SETTLEMENT_RECONCILIATION	F-639	R-04A4	src/modules/insurance-engine/insurance-engine.module.ts:424–443	Insurance co-pay settlement and cancellation lack reconciled downstream lifecycle.	Co-pay/cancellation transitions use authoritative claim/booking/payment states with durable downstream events, idempotent reconciliation and explicit terminal outcomes.	Insurance Orchestration + Finance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping to insurance claim/co-pay settlement lifecycle root.
CONFIRMED_ROOT_CODE_DEFECT_COUPON_LOYALTY_FRAUD_ATOMICITY	F-104	R-05C	src/modules/finance-engine/finance-engine.module.ts:294–333,376–423,438–454	Coupon/loyalty logic lacks authoritative provider context and atomic fraud-safe reward/coupon/ledger contract.	Coupon and loyalty commands use authoritative provider/eligibility context, bounded policy, unique atomic reward/coupon allocation and canonical commercial ledger/audit/reconciliation.	Commercial/Loyalty Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping to commercial ledger root.
CONFIRMED_ROOT_CODE_DEFECT_COUPON_POLICY_PUBLICATION_ATOMIC_USAGE	F-984	R-05C	src/modules/compat/admin-spa.module.ts:607–651	Coupon policy publication and usage lack atomic commercial ledger/allocation contract.	Coupon publication/use is versioned, eligible, atomic and recorded in canonical commercial ledger with audit.	Commercial/Loyalty Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to loyalty/referral/wallet commercial ledger root.
CONFIRMED_ROOT_CODE_DEFECT_COUPON_PROVIDER_CONTEXT_AUTHORITY	F-102	R-05C	src/modules/finance-engine/finance-engine.module.ts:266–275	Coupon/loyalty logic lacks authoritative provider context and atomic fraud-safe reward/coupon/ledger contract.	Coupon and loyalty commands use authoritative provider/eligibility context, bounded policy, unique atomic reward/coupon allocation and canonical commercial ledger/audit/reconciliation.	Commercial/Loyalty Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping to commercial ledger root.
CONFIRMED_ROOT_CODE_DEFECT_COVERAGE_COPAY_FINANCIAL_INVARIANTS	F-2902	R-04A4	src/modules/insurance/insurance.module.ts:175–210	Insurance coverage co-pay and claim flows do not fully enforce canonical financial invariants, server-authoritative amount, durable settlement lifecycle, idempotent patient/admin mutation and audit.	Coverage/claim commands derive amounts and co-pay from authoritative policy/provider decision, bind settlement to claim/booking state with durable lifecycle, reject client amount truth and use idempotent audited versioned patient/admin transitions.	Insurance Orchestration + Finance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping; PSP payment execution/ledger remains R-05A/R-05D and full/partial/reject decision root is R-04A1.
CONFIRMED_ROOT_CODE_DEFECT_DELIVERY_POLICY_QUOTE_VERSIONING	F-986	R-11A	src/modules/compat/admin-spa.module.ts:734–825	Driver location, shift, delivery assignment/reassignment and delivery quote policies lack verified relationship/eligibility, atomic claim, telemetry validation and versioned durable fulfillment truth.	Driver/delivery operations require active authorized shift and order relationship, validated fresh/consented telemetry, atomic assignment/reassignment with capacity/geography checks, versioned quote policy and durable pickup/delivery transitions with audit.	Driver/Delivery Operations + Privacy	F-535,F-540	FINAL_MAPPED	Manual mapping; media proof is R-07B/R-11B, finance earnings is R-05, and realtime/event transport is separate.
CONFIRMED_ROOT_CODE_DEFECT_DLQ_CLAIM_LEASE_CONCURRENCY	F-837	R-09D	src/modules/event-reliability/event-reliability.module.ts:99–118	Dead-letter processing lacks redacted/retained payload governance, atomic claim lease/concurrency, truthful listener acknowledgement and bounded classified retry policy.	Dead-letter events retain minimum classified/redacted payloads under retention/access policy; processing uses atomic lease/claim, durable truthful acknowledge outcome, bounded classified retries/dead-letter escalation and immutable audit/reconciliation.	Event Platform + Privacy/Reliability	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual event-reliability subroot; no queue, event, DLQ or runtime operation was accessed.
CONFIRMED_ROOT_CODE_DEFECT_DLQ_LISTENER_ACK_TRUTH	F-838	R-09D	src/modules/event-reliability/event-reliability.module.ts:103–117	Dead-letter processing lacks redacted/retained payload governance, atomic claim lease/concurrency, truthful listener acknowledgement and bounded classified retry policy.	Dead-letter events retain minimum classified/redacted payloads under retention/access policy; processing uses atomic lease/claim, durable truthful acknowledge outcome, bounded classified retries/dead-letter escalation and immutable audit/reconciliation.	Event Platform + Privacy/Reliability	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual event-reliability subroot; no queue, event, DLQ or runtime operation was accessed.
CONFIRMED_ROOT_CODE_DEFECT_DLQ_RETRY_POLICY	F-839	R-09D	src/modules/event-reliability/event-reliability.module.ts:110–117	Dead-letter processing lacks redacted/retained payload governance, atomic claim lease/concurrency, truthful listener acknowledgement and bounded classified retry policy.	Dead-letter events retain minimum classified/redacted payloads under retention/access policy; processing uses atomic lease/claim, durable truthful acknowledge outcome, bounded classified retries/dead-letter escalation and immutable audit/reconciliation.	Event Platform + Privacy/Reliability	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual event-reliability subroot; no queue, event, DLQ or runtime operation was accessed.
CONFIRMED_ROOT_CODE_DEFECT_DOCTORS_SPECIALTY_PUBLICATION_FILTER_QUERY_PLAN	F-894	R-12B	src/modules/doctors/doctors.module.ts:74–82	Public doctor specialty listing lacks governed publication/filter/query plan.	Public discovery lists only published verified specialty records via typed bounded filter/query plans and minimum projection.	Catalog/Public Discovery	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual reassignment to public search/discovery root.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_APPOINTMENT_CHAT_NOTIFICATION_CURSOR_COMPLETENESS	F-904	R-18B	src/modules/doctors/doctors.module.ts:148–150,183–187,214–221	Chat/family/appointment communication trusts client participant/sender state, permits arbitrary membership, lacks relationship/booking fail-closed checks, durable message/unread/replay lifecycle and bounded safe content/media policy.	Chat members are server-verified against active family/booking/appointment relationships and invitation/owner policy; commands are typed, idempotent and durable with participant/state audit, minimum PHI projection/retention, bounded media/content controls and authoritative closure/read lifecycle.	Chat/Communication + Clinical Privacy	F-070,F-312,F-729,F-1493	FINAL_MAPPED	Manual mapping; notification templates/delivery and safe media storage are shared dependencies, not merged causes.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_APPOINTMENT_LEGAL_STATE_TRANSITION_MATRIX	F-1492	R-03B	src/modules/doctors/doctors.schemas.ts:52–65	Doctor appointment contract lacks a legal state transition matrix.	Consultation states permit only defined authorized transitions with version/CAS/audit and explicit pending/cancelled/completed truth.	Doctors + Booking Platform	F-903,F-1487,F-1493	FINAL_MAPPED	Manual mapping.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_APPOINTMENT_RUNTIME_TYPE_PAYMENT_INSURANCE_ENUMS	F-1488	R-04A	src/modules/doctors/doctors.schemas.ts:52–69	Doctor appointment payment/insurance runtime type contract cannot safely represent canonical insurance decision/co-pay state.	Insurance request/decision/co-pay state is versioned and server-authoritative; client/DTO enum must not permit auto-cash or invalid confirmation.	Doctors + Insurance + Booking	F-078,F-1280	FINAL_MAPPED	Manual reassignment to insurance decision root; booking dependency R-03B.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_AVAILABILITY_PROFILE_SCOPE_VERSION_BOOKING_RECONCILIATION	F-907	R-03B	src/modules/doctors/doctors.module.ts:234–243,266	Doctor availability/profile scope/version is not reconciled to the canonical booking eligibility state.	Availability is server-owned, provider/facility/specialty scoped and versioned; booking cannot confirm against stale or unrelated profile availability.	Doctors + Booking Platform	F-903,F-1490	FINAL_MAPPED	Manual mapping; slot capacity root remains R-03A.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_PROFILE_NESTED_SCHEDULE_LOCATION_INSURANCE_VALIDATION_PROVENANCE	F-1484	R-23C	src/modules/doctors/doctors.schemas.ts:27–36	Doctor profile nested schedule/location/insurance fields lack typed validation and provenance.	Provider profiles use typed versioned validated schedule/location/insurance references with authoritative source/provenance and bounded public projection.	Provider/Facility Governance	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual doctor-profile root; insurance decision remains R-04 and availability remains R-16E.
CONFIRMED_ROOT_CODE_DEFECT_DOCTOR_PUBLICATION_AVAILABILITY_RUNTIME_STATE_GUARD	F-1485	R-16E	src/modules/doctors/doctors.schemas.ts:23–39	Doctor publication treats availability as uncontrolled runtime state.	Public/provider matching availability derives from authoritative verified time-bound state with explicit unavailable/degraded outcome, never publication default.	Workflow/Provider Matching	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual availability root; no provider runtime state was accessed.
CONFIRMED_ROOT_CODE_DEFECT_EINVOICE_BOOKING_UNIQUENESS_IDEMPOTENCY	F-237	R-05D	src/modules/billing/billing.module.ts:68–77,90–120	E-invoice issue path checks for an existing booking invoice then creates a new invoice without atomic booking/payment uniqueness, idempotency key or duplicate-race reconciliation.	E-invoices derive only from a canonical settled/reconciled payment and immutable commercial ledger snapshot. Issuance is versioned/idempotent with a booking/payment uniqueness constraint, fiscal number lifecycle, reversal/refund/credit-note linkage, delivery/audit provenance and reconciliation; a PDF or generated QR is not settlement or regulatory compliance proof.	Finance/Reporting + Billing Platform	NONE_FOUND_AFTER_TARGETED_SEARCH	FINAL_MAPPED	Manual mapping from frozen backend archive. Existing settled-payment amount authority F-238 remains unchanged. ZATCA certification, invoice delivery/retention and role-ownership correlation remain separately classified. No invoice, payment, ledger, QR, PDF or runtime operation was accessed.
