screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
src/store/utils/testUtils.tsx	admin/provider-ops	client/state/service	11: preloadedState?: any; || 18: preloadedState = {}, || 20: // using configureStore to prevent state leaking between tests.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/integration/EventBusIntegrator.ts	catalog/discovery	client/state/service	4: import { baseApi } from '../api/baseApi'; || 16: eventBus.subscribe('ENTITY_INSERTED', (event) => { || 23: eventBus.subscribe('ENTITY_UPDATED', (event) => { || 31: eventBus.subscribe('ENTITY_DELETED', (event) => { || 38: eventBus.subscribe('SYNC_COMPLETED', (event) => { || 39: log.debug('SYNC_COMPLETED triggered, refreshing UI'); || 38: eventBus.subscribe('SYNC_COMPLETED', (event) => { || 39: log.debug('SYNC_COMPLETED triggered, refreshing UI'); || 41: store.dispatch(baseApi.util.resetApiState()); || 17: log.debug(`ENTITY_INSERTED triggered for module: ${event.sourceModule}`, event.payload); || 24: log.debug(`ENTITY_UPDATED triggered for module: ${event.sourceModule}`, event.payload); || 26: store.dispatch(baseApi.util.invalidateTags([{ type: event.sourceModule as any, id: event.payload.id }])); || 32: log.debug(`ENTITY_DELETED triggered for module: ${event.sourceModule}`, event.payload); || 33: store.dispatch(baseApi.util.invalidateTags([{ type: event.sourceModule as any, id: event.payload.id }])); || 8: * to the Redux Store, so that offline database changes trigger UI updates.	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/cartSlice.ts	pharmacy/orders	client/state/service	11: interface CartState { || 19: initialState: { items: [], couponCode: null, couponDiscount: 0 } as CartState, || 21: addToCart: (state, action: PayloadAction<CartItem>) => { || 22: const existing = state.items.find((i) => i.id === action.payload.id); || 26: state.items.push(action.payload); || 29: removeFromCart: (state, action: PayloadAction<string>) => { || 30: state.items = state.items.filter((i) => i.id !== action.payload); || 32: updateQuantity: (state, action: PayloadAction<{ id: string; quantity: number }>) => { || 33: const item = state.items.find((i) => i.id === action.payload.id); || 36: clearCart: (state) => { || 37: state.items = []; || 38: state.couponCode = null; || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 6: price: number; || 21: addToCart: (state, action: PayloadAction<CartItem>) => { || 22: const existing = state.items.find((i) => i.id === action.payload.id); || 24: existing.quantity += action.payload.quantity; || 26: state.items.push(action.payload); || 29: removeFromCart: (state, action: PayloadAction<string>) => { || 30: state.items = state.items.filter((i) => i.id !== action.payload); || 32: updateQuantity: (state, action: PayloadAction<{ id: string; quantity: number }>) => { || 33: const item = state.items.find((i) => i.id === action.payload.id); || 34: if (item) item.quantity = action.payload.quantity; || 41: applyCoupon: (state, action: PayloadAction<{ code: string; discount: number }>) => {	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/ordersSlice.ts	pharmacy/orders	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface OrdersState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: OrdersState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/walletSlice.ts	insurance/payment	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface WalletState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: WalletState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 4: interface WalletState extends AsyncEntityState<any> { || 8: const initialState: WalletState = { || 14: const walletSlice = createSlice({ || 15: name: 'wallet', || 23: export const { reset } = walletSlice.actions; || 24: export default walletSlice.reducer; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/loyaltySlice.ts	cross-surface	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface LoyaltyState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: LoyaltyState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/themeSlice.ts	cross-surface	client/state/service	3: interface ThemeState { || 10: initialState: { mode: 'system', language: 'ar' } as ThemeState, || 12: setTheme: (state, action: PayloadAction<'light' | 'dark' | 'system'>) => { || 13: state.mode = action.payload; || 15: setLanguage: (state, action: PayloadAction<'ar' | 'en'>) => { || 16: state.language = action.payload; || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 12: setTheme: (state, action: PayloadAction<'light' | 'dark' | 'system'>) => { || 13: state.mode = action.payload; || 15: setLanguage: (state, action: PayloadAction<'ar' | 'en'>) => { || 16: state.language = action.payload;	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/sessionSlice.ts	identity/session	client/state/service	4: interface SessionState extends AsyncEntityState<any> { || 8: const initialState: SessionState = { || 14: const sessionSlice = createSlice({ || 15: name: 'session', || 23: export const { reset } = sessionSlice.actions; || 24: export default sessionSlice.reducer; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface SessionState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: SessionState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/syncSlice.ts	cross-surface	client/state/service	4: * Offline Sync State Tracking || 5: * Used to track the status of offline pending operations and sync conflicts. || 7: interface SyncState { || 9: pendingOperationsCount: number; || 14: const initialState: SyncState = { || 16: pendingOperationsCount: 0, || 23: initialState, || 25: syncStarted: (state) => { || 26: state.isSyncing = true; || 28: syncCompleted: (state) => { || 29: state.isSyncing = false; || 30: state.lastSyncTime = Date.now(); || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 39: conflictDetected: (state, action: PayloadAction<any>) => { || 40: state.conflicts.push(action.payload); || 4: * Offline Sync State Tracking || 5: * Used to track the status of offline pending operations and sync conflicts. || 9: pendingOperationsCount: number; || 16: pendingOperationsCount: 0, || 31: state.pendingOperationsCount = 0; || 33: syncFailed: (state) => { || 37: state.pendingOperationsCount += 1; || 49: syncFailed,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/featureFlagsSlice.ts	cross-surface	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface FeatureFlagsState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: FeatureFlagsState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/analyticsSlice.ts	cross-surface	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface AnalyticsState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: AnalyticsState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/permissionsSlice.ts	cross-surface	client/state/service	4: interface PermissionsState extends AsyncEntityState<any> { || 8: const initialState: PermissionsState = { || 14: const permissionsSlice = createSlice({ || 15: name: 'permissions', || 23: export const { reset } = permissionsSlice.actions; || 24: export default permissionsSlice.reducer; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface PermissionsState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: PermissionsState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
src/store/slices/localizationSlice.ts	cross-surface	client/state/service	2: import { AsyncEntityState, LoadingState } from '../types'; || 4: interface LocalizationState extends AsyncEntityState<any> { || 5: // Define module specific state here || 8: const initialState: LocalizationState = { || 10: loading: LoadingState.IDLE, || 11: error: null, || 16: initialState, || 18: reset: () => initialState, || 1: import { createSlice, PayloadAction } from '@reduxjs/toolkit'; || 2: import { AsyncEntityState, LoadingState } from '../types'; || 10: loading: LoadingState.IDLE, || 11: error: null,	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
